run,input_size,threads,num_chunks,,copied_elements,duration_us
5,10000000,24,1,1,237619,7124
6,10000000,24,1,1,237619,7555
7,10000000,24,1,1,237619,7673
8,10000000,24,1,1,237619,7848
9,10000000,24,1,1,237619,7959
10,10000000,24,1,1,237619,7973
1,10000000,24,2,2,237619,6684
2,10000000,24,2,2,237619,6709
3,10000000,24,2,2,237619,6036
4,10000000,24,2,2,237619,5970
5,10000000,24,2,2,237619,6011
6,10000000,24,2,2,237619,6295
7,10000000,24,2,2,237619,5998
8,10000000,24,2,2,237619,6441
9,10000000,24,2,2,237619,6311
10,10000000,24,2,2,237619,6556
1,1000000000,24,0,0,23813338,576596
2,1000000000,24,0,0,23813338,567035
3,1000000000,24,0,0,23813338,617114
4,1000000000,24,0,0,23813338,559349
5,1000000000,24,0,0,23813338,571814
6,1000000000,24,0,0,23813338,564784
7,1000000000,24,0,0,23813338,604709
8,1000000000,24,0,0,23813338,583324
9,1000000000,24,0,0,23813338,582838
10,1000000000,24,0,0,23813338,558222
1,1000000000,24,1,1,23813338,815041
2,1000000000,24,1,1,23813338,841456
3,1000000000,24,1,1,23813338,726981
4,1000000000,24,1,1,23813338,726198
5,1000000000,24,1,1,23813338,795100
6,1000000000,24,1,1,23813338,734495
7,1000000000,24,1,1,23813338,626763
8,1000000000,24,1,1,23813338,813171
9,1000000000,24,1,1,23813338,750776
10,1000000000,24,1,1,23813338,722818
1,1000000000,24,2,2,23813338,612984
2,1000000000,24,2,2,23813338,643038
3,1000000000,24,2,2,23813338,675651
4,1000000000,24,2,2,23813338,567756
5,1000000000,24,2,2,23813338,679840
6,1000000000,24,2,2,23813338,568967
7,1000000000,24,2,2,23813338,557574
8,1000000000,24,2,2,23813338,687336
9,1000000000,24,2,2,23813338,642126
10,1000000000,24,2,2,23813338,562925
